"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"GLV","Clough Global Dividend and Income Fund","8.85","$74.41M","2004","n/a","n/a","https://old.nasdaq.com/symbol/glv",
"GLQ","Clough Global Equity Fund","10.85","$143.55M","2005","n/a","n/a","https://old.nasdaq.com/symbol/glq",
"GLO","Clough Global Opportunities Fund","8.88","$286.15M","2006","n/a","n/a","https://old.nasdaq.com/symbol/glo",
"CLVS","Clovis Oncology, Inc.","6.61","$581.62M","2011","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/clvs",
"CLPS","CLPS Incorporation","2.16","$34.38M","2018","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/clps",
"CME","CME Group Inc.","165.27","$59.26B","2002","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/cme",
"CMS","CMS Energy Corporation","60.3","$17.26B","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/cms",
"CMS^B","CMS Energy Corporation","108.9499","n/a","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/cms^b",
"CMSA","CMS Energy Corporation","25.91","n/a","2018","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/cmsa",
"CMSC","CMS Energy Corporation","26.3","n/a","2018","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/cmsc",
"CMSD","CMS Energy Corporation","26.76","n/a","2019","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/cmsd",
"CNA","CNA Financial Corporation","31.27","$8.49B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/cna",
"CCNE","CNB Financial Corporation","16.97","$260.82M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ccne",
"CNF","CNFinance Holdings Limited","3.68","$252.38M","2018","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/cnf",
"CNHI","CNH Industrial N.V.","6.9","$9.41B","2013","Capital Goods","Construction/Ag Equipment/Trucks","https://old.nasdaq.com/symbol/cnhi",
"CNO","CNO Financial Group, Inc.","14.85","$2.13B","n/a","Finance","Accident &Health Insurance","https://old.nasdaq.com/symbol/cno",
"CEO","CNOOC Limited","116.57","$52.05B","2001","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/ceo",
"CNSP","CNS Pharmaceuticals, Inc.","2.07","$34.05M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cnsp",
"CNXM","CNX Midstream Partners LP","6.45","$579.2M","2014","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/cnxm",
"CNX","CNX Resources Corporation","8.77","$1.64B","1999","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/cnx",
"CCB","Coastal Financial Corporation","13.9","$165.77M","2018","Finance","Major Banks","https://old.nasdaq.com/symbol/ccb",
"KOF","Coca Cola Femsa S.A.B. de C.V.","44","$73.95B","1993","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/kof",
"KO","Coca-Cola Company (The)","44.88","$192.75B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/ko",
"COKE","Coca-Cola Consolidated, Inc.","230.01","$2.16B","1972","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/coke",
"CCEP","Coca-Cola European Partners plc","38.1","$17.3B","2016","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/ccep",
"COCP","Cocrystal Pharma, Inc.","1.53","$79.78M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cocp",
"CODA","Coda Octopus Group, Inc.","5.11","$54.94M","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/coda",
"CCNC","Code Chain New Continent Limited","1.8","$51.33M","2015","Finance","Business Services","https://old.nasdaq.com/symbol/ccnc",
"CDXS","Codexis, Inc.","12.07","$712.35M","2010","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/cdxs",
"CODX","Co-Diagnostics, Inc.","18.89","$518.67M","2017","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/codx",
"CVLY","Codorus Valley Bancorp, Inc","13.6","$132.79M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/cvly",
"CDE","Coeur Mining, Inc.","4.85","$1.18B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/cde",
"JVA","Coffee Holding Co., Inc.","3.04","$16.93M","2005","Consumer Non-Durables","Food Distributors","https://old.nasdaq.com/symbol/jva",
"CCOI","Cogent Communications Holdings, Inc.","81.3","$3.83B","n/a","Consumer Services","Telecommunications Equipment","https://old.nasdaq.com/symbol/ccoi",
"CGNX","Cognex Corporation","60.42","$10.37B","1989","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/cgnx",
"CTSH","Cognizant Technology Solutions Corporation","56.08","$30.32B","1998","Technology","EDP Services","https://old.nasdaq.com/symbol/ctsh",
"CWBR","CohBar, Inc.","1.5","$64.76M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cwbr",
"COHN","Cohen & Company Inc.","9.7","$12.09M","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/cohn",
"FOF","Cohen & Steers Closed-End Opportunity Fund, Inc.","10.74","$292.43M","2006","n/a","n/a","https://old.nasdaq.com/symbol/fof",
"CNS","Cohen & Steers Inc","67.58","$3.23B","2004","Finance","Investment Managers","https://old.nasdaq.com/symbol/cns",
"UTF","Cohen & Steers Infrastructure Fund, Inc","22.46","$2.1B","2004","n/a","n/a","https://old.nasdaq.com/symbol/utf",
"LDP","Cohen & Steers Limited Duration Preferred and Income Fund, Inc","22.95","$662.52M","2012","n/a","n/a","https://old.nasdaq.com/symbol/ldp",
"MIE","Cohen & Steers MLP Income and Energy Opportunity Fund, Inc.","2.08","$55.89M","2013","n/a","n/a","https://old.nasdaq.com/symbol/mie",
"RQI","Cohen & Steers Quality Income Realty Fund Inc.","11.23","$1.51B","2002","n/a","n/a","https://old.nasdaq.com/symbol/rqi",
"RNP","Cohen & Steers REIT and Preferred and Income Fund,","19.53","$929.28M","2003","n/a","n/a","https://old.nasdaq.com/symbol/rnp",
"PSF","Cohen & Steers Select Preferred and Income Fund, Inc.","24.9","$299.04M","2010","n/a","n/a","https://old.nasdaq.com/symbol/psf",
"RFI","Cohen & Steers Total Return Realty Fund, Inc.","12.81","$335.69M","1993","n/a","n/a","https://old.nasdaq.com/symbol/rfi",
"COHR","Coherent, Inc.","128.61","$3.12B","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/cohr",
"CHRS","Coherus BioSciences, Inc.","18.3","$1.3B","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/chrs",
"COHU","Cohu, Inc.","16.87","$703.53M","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/cohu",
"CFX","Colfax Corporation","28.05","$3.32B","2008","Capital Goods","Fluid Controls","https://old.nasdaq.com/symbol/cfx",
"CFXA","Colfax Corporation","123.01","n/a","2019","Capital Goods","Fluid Controls","https://old.nasdaq.com/symbol/cfxa",
"CL","Colgate-Palmolive Company","73.28","$62.77B","n/a","Consumer Non-Durables","Package Goods/Cosmetics","https://old.nasdaq.com/symbol/cl",
"CGRO","Collective Growth Corporation","9.92","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/cgro",
"CGROU","Collective Growth Corporation","10.05","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/cgrou",
"CGROW","Collective Growth Corporation","0.99","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/cgrow",
"CLCT","Collectors Universe, Inc.","35.13","$325.66M","1999","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/clct",
"COLL","Collegium Pharmaceutical, Inc.","17.46","$599.51M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/coll",
"CCH","Collier Creek Holdings","13.62","$761.02M","2018","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/cch",
"CCH.U","Collier Creek Holdings","n/a","n/a","2018","n/a","n/a","https://old.nasdaq.com/symbol/cch.u",
"CCH.WS","Collier Creek Holdings","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cch.ws",
"CIGI","Colliers International Group Inc. ","57.3","$2.29B","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/cigi",
"CLGN","CollPlant Biotechnologies Ltd.","10.035","$64.9M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/clgn",
"CXE","Colonial High Income Municipal Trust","4.6","$144.99M","1989","n/a","n/a","https://old.nasdaq.com/symbol/cxe",
"CIF","Colonial Intermediate High Income Fund","2.14","$42.06M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cif",
"CXH","Colonial Investment Grade Municipal Trust","9.59","$87.37M","1989","n/a","n/a","https://old.nasdaq.com/symbol/cxh",
"CMU","Colonial Municipal Income Trust","4.1","$116.13M","1987","n/a","n/a","https://old.nasdaq.com/symbol/cmu",
"CBAN","Colony Bankcorp, Inc.","11.77","$111.8M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cban",
"CLNY","Colony Capital, Inc.","2.46","$1.19B","2014","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/clny",
"CLNY^G","Colony Capital, Inc.","19","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/clny^g",
"CLNY^H","Colony Capital, Inc.","17.99","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/clny^h",
"CLNY^I","Colony Capital, Inc.","18.05","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/clny^i",
"CLNY^J","Colony Capital, Inc.","18.09","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/clny^j",
"CLNC","Colony Credit Real Estate, Inc.","6.52","$837.75M","2018","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/clnc",
"HHT","Color Star Technology Co. Ltd.","0.82","$16.87M","n/a","Basic Industries","Engineering & Construction","https://old.nasdaq.com/symbol/hht",
"COLB","Columbia Banking System, Inc.","26.78","$1.92B","1992","Finance","Major Banks","https://old.nasdaq.com/symbol/colb",
"CLBK","Columbia Financial, Inc.","13.64","$1.57B","2018","Finance","Savings Institutions","https://old.nasdaq.com/symbol/clbk",
"CXP","Columbia Property Trust, Inc.","13.42","$1.54B","2013","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cxp",
"STK","Columbia Seligman Premium Technology Growth Fund, Inc","22.3","$354.71M","2009","n/a","n/a","https://old.nasdaq.com/symbol/stk",
"COLM","Columbia Sportswear Company","79.97","$5.29B","1998","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/colm",
"CMCO","Columbus McKinnon Corporation","32.43","$772.6M","1996","Capital Goods","Construction/Ag Equipment/Trucks","https://old.nasdaq.com/symbol/cmco",
"CCZ","Comcast Corporation","54.51","n/a","n/a","Consumer Services","Television Services","https://old.nasdaq.com/symbol/ccz",
"CMCSA","Comcast Corporation","39.25","$179.14B","n/a","Consumer Services","Television Services","https://old.nasdaq.com/symbol/cmcsa",
"CMA","Comerica Incorporated","35.27","$4.9B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cma",
"FIX","Comfort Systems USA, Inc.","40.01","$1.46B","1997","Capital Goods","Engineering & Construction","https://old.nasdaq.com/symbol/fix",
"CBSH","Commerce Bancshares, Inc.","58.09","$6.48B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cbsh",
"CBSHP","Commerce Bancshares, Inc.","25.62","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cbshp",
"CMC","Commercial Metals Company","19.83","$2.36B","n/a","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/cmc",
"CVGI","Commercial Vehicle Group, Inc.","2.87","$91.74M","2004","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/cvgi",
"COMM","CommScope Holding Company, Inc.","8.41","$1.65B","2013","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/comm",
"JCS","Communications Systems, Inc.","5.04","$47.13M","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/jcs",
"CBU","Community Bank System, Inc.","55.2","$2.88B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cbu",
"ESXB","Community Bankers Trust Corporation.","5.17","$115.38M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/esxb",
"CFBI","Community First Bancshares, Inc.","7.5201","$56.93M","2017","Finance","Savings Institutions","https://old.nasdaq.com/symbol/cfbi",
"CYH","Community Health Systems, Inc.","3.02","$361.39M","2000","Health Care","Hospital/Nursing Management","https://old.nasdaq.com/symbol/cyh",
"CHCT","Community Healthcare Trust Incorporated","41.61","$922.24M","2015","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/chct",
"CTBI","Community Trust Bancorp, Inc.","31.75","$564.98M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ctbi",
"CWBC","Community West Bancshares","8.25","$69.9M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cwbc",
"CVLT","Commvault Systems, Inc.","39.15","$1.81B","2006","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/cvlt",
"CIG","Comp En De Mn Cemig ADS","2.08","$3.03B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/cig",
"CIG.C","Comp En De Mn Cemig ADS","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cig.c",
"CBD","Companhia Brasileira de Distribuicao","13.2","$3.54B","2020","Consumer Services","Food Chains","https://old.nasdaq.com/symbol/cbd",
"SBS","Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp","10.61","$7.25B","2002","Public Utilities","Water Supply","https://old.nasdaq.com/symbol/sbs",
"ELP","Companhia Paranaense de Energia (COPEL)","11.02","$3.02B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/elp",
"CCU","Compania Cervecerias Unidas, S.A.","15.38","$2.84B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/ccu",
"CODI","Compass Diversified Holdings","17.08","$1.12B","2006","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/codi",
"CODI^A","Compass Diversified Holdings","21.5205","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/codi^a",
"CODI^B","Compass Diversified Holdings","23.51","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/codi^b",
"CODI^C","Compass Diversified Holdings","23.18","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/codi^c",
"CMP","Compass Minerals International, Inc.","49.16","$1.67B","2003","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://old.nasdaq.com/symbol/cmp",
"CGEN","Compugen Ltd.","15.4","$1.22B","2000","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/cgen",
"CPSI","Computer Programs and Systems, Inc.","22.4","$325.07M","2002","Technology","EDP Services","https://old.nasdaq.com/symbol/cpsi",
"CTG","Computer Task Group, Incorporated","4.085","$61.55M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/ctg",
"CIX","CompX International Inc.","13.9","$172.96M","1998","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/cix",
"SCOR","comScore, Inc.","2.98","$211.18M","2018","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/scor",
"CHCI","Comstock Holding Companies, Inc.","2.57","$20.71M","2004","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/chci",
"LODE","Comstock Mining, Inc.","0.8111","$22.86M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/lode",
"CRK","Comstock Resources, Inc.","4.49","$1.04B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/crk",
"CMTL","Comtech Telecommunications Corp.","16.04","$396.7M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/cmtl",
"CAG","ConAgra Brands, Inc.","35.41","$17.25B","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/cag",
"CNCE","Concert Pharmaceuticals, Inc.","9.27","$274.89M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cnce",
"CXO","Concho Resources Inc.","51.47","$10.12B","2007","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/cxo",
"CCM","Concord Medical Services Holdings Limited","1.68","$72.94M","2009","Health Care","Medical/Nursing Services","https://old.nasdaq.com/symbol/ccm",
"BBCP","Concrete Pumping Holdings, Inc. ","3.44","$200.28M","2017","Basic Industries","Engineering & Construction","https://old.nasdaq.com/symbol/bbcp",
"CDOR","Condor Hospitality Trust, Inc.","4.11","$49.34M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cdor",
"CDOR","Condor Hospitality Trust, Inc.","4.11","$49.34M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cdor",
"CNDT","Conduent Incorporated","2.37","$495.49M","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/cndt",
"CFMS","ConforMIS, Inc.","0.78","$55.76M","2015","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/cfms",
"CNFR","Conifer Holdings, Inc.","2.5935","$24.89M","2015","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/cnfr",
"CNFRL","Conifer Holdings, Inc.","20.62","n/a","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/cnfrl",
"CNMD","CONMED Corporation","73.01","$2.08B","1987","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/cnmd",
"CNMD","CONMED Corporation","73.01","$2.08B","1987","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/cnmd",
"CNOB","ConnectOne Bancorp, Inc.","14.99","$595.18M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cnob",
"CONN","Conn&#39;s, Inc.","9.78","$283.82M","2003","Consumer Services","Consumer Electronics/Video Chains","https://old.nasdaq.com/symbol/conn",
"COP","ConocoPhillips","41.78","$44.81B","n/a","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/cop",
"CCR","CONSOL Coal Resources LP","4.035","$111.73M","2015","Energy","Coal Mining","https://old.nasdaq.com/symbol/ccr",
"CEIX","CONSOL Energy Inc.","5.17","$134.57M","2017","Energy","Coal Mining","https://old.nasdaq.com/symbol/ceix",
"CNSL","Consolidated Communications Holdings, Inc.","6.39","$466.74M","2005","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/cnsl",
"ED","Consolidated Edison Inc","73.81","$24.66B","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/ed",
"CWCO","Consolidated Water Co. Ltd.","15.29","$231.1M","n/a","Public Utilities","Water Supply","https://old.nasdaq.com/symbol/cwco",
"STZ","Constellation Brands Inc","185.8","$35.86B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/stz",
"STZ.B","Constellation Brands Inc","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/stz.b",
"CNST","Constellation Pharmaceuticals, Inc.","28.98","$1.38B","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cnst",
